Window,Source start,Source end,Closed episodes,Peak concurrent selected episodes,Maximum episodes sharing an exit date,Method,Replacement,Accounting,Horizon episodes,Samples,Seed,Return scale,Capital floor fraction,Metric,Statistic,Value,Monte Carlo standard error,Confidence lower,Confidence upper,Confidence method,Selection adjusted,Dependence preserved,Permitted use,Limitations
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,random permutation without replacement,False,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Mean maximum drawdown in worst 5% of paths,Expected shortfall,-0.059152621279255316,0.0005068201753782526,,,tail mean; no interval estimated,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. A permutation conditions on the exact realized set of outcomes; its terminal contribution is fixed and it measures ordering only."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Terminal contribution return,P01,0.5400973937787209,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Terminal contribution return,P05,0.6394124850750074,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Terminal contribution return,P25,0.7987663965701104,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Terminal contribution return,Median,0.9025710451201505,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Terminal contribution return,P75,1.016276361815659,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Terminal contribution return,P95,1.181521827986692,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Terminal contribution return,P99,1.3174397773180282,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Maximum drawdown,P01,-0.0708459636580658,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Maximum drawdown,P05,-0.056273043669236036,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Maximum drawdown,P25,-0.04054464827489973,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Maximum drawdown,Median,-0.032610517893568836,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Maximum drawdown,P75,-0.026747304390526305,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Maximum drawdown,P95,-0.02086339730207919,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Maximum drawdown,P99,-0.0176004242939447,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Minimum capital fraction,P01,0.9532446067965215,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Minimum capital fraction,P05,0.9707959126481339,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Minimum capital fraction,P25,0.987770018473352,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Minimum capital fraction,Median,0.9950635727710155,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Minimum capital fraction,P75,0.9991481560578597,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Minimum capital fraction,P95,1.006193715314118,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Minimum capital fraction,P99,1.0180607148878313,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Longest losing streak (episodes),P01,6.0,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Longest losing streak (episodes),P05,7.0,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Longest losing streak (episodes),P25,8.0,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Longest losing streak (episodes),Median,9.0,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Longest losing streak (episodes),P75,10.0,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Longest losing streak (episodes),P95,13.0,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Longest losing streak (episodes),P99,16.0,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Longest underwater run (episodes),P01,35.0,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Longest underwater run (episodes),P05,42.0,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Longest underwater run (episodes),P25,58.0,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Longest underwater run (episodes),Median,75.0,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Longest underwater run (episodes),P75,99.0,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Longest underwater run (episodes),P95,150.0,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Longest underwater run (episodes),P99,215.0,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Capital-floor breach probability (risk-of-ruin proxy),Probability,0.0,0.0,0.0,0.0007677019450571244,95% Wilson score interval,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Maximum-drawdown breach probability (10% threshold),Probability,0.0008,0.00039983996798719363,0.00031114697610156263,0.0020553266458434704,95% Wilson score interval,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Maximum-drawdown breach probability (15% threshold),Probability,0.0,0.0,0.0,0.0007677019450571244,95% Wilson score interval,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Maximum-drawdown breach probability (20% threshold),Probability,0.0,0.0,0.0,0.0007677019450571244,95% Wilson score interval,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Maximum-drawdown breach probability (30% threshold),Probability,0.0,0.0,0.0,0.0007677019450571244,95% Wilson score interval,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Maximum-drawdown breach probability (40% threshold),Probability,0.0,0.0,0.0,0.0007677019450571244,95% Wilson score interval,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
2005-2014 reused later diagnostic,2005-01-03,2014-12-01,867,67,21,iid episode bootstrap with replacement,True,additive net return contribution; initial capital = 1,867,5000,20260803,1.0,0.5,Mean maximum drawdown in worst 5% of paths,Expected shortfall,-0.06531279757203194,0.0006166606518216488,,,tail mean; no interval estimated,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. The iid bootstrap additionally assumes episodes are exchangeable, which can materially understate clustered or regime-dependent risk."
1990-2014 full post-launch history,1990-03-01,2014-12-01,1673,67,21,random permutation without replacement,False,additive net return contribution; initial capital = 1,1673,5000,20260803,1.0,0.5,Terminal contribution return,P01,2.7600293547668295,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. A permutation conditions on the exact realized set of outcomes; its terminal contribution is fixed and it measures ordering only."
1990-2014 full post-launch history,1990-03-01,2014-12-01,1673,67,21,random permutation without replacement,False,additive net return contribution; initial capital = 1,1673,5000,20260803,1.0,0.5,Terminal contribution return,P05,2.7600293547668318,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. A permutation conditions on the exact realized set of outcomes; its terminal contribution is fixed and it measures ordering only."
1990-2014 full post-launch history,1990-03-01,2014-12-01,1673,67,21,random permutation without replacement,False,additive net return contribution; initial capital = 1,1673,5000,20260803,1.0,0.5,Terminal contribution return,P25,2.7600293547668344,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. A permutation conditions on the exact realized set of outcomes; its terminal contribution is fixed and it measures ordering only."
1990-2014 full post-launch history,1990-03-01,2014-12-01,1673,67,21,random permutation without replacement,False,additive net return contribution; initial capital = 1,1673,5000,20260803,1.0,0.5,Terminal contribution return,Median,2.760029354766836,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. A permutation conditions on the exact realized set of outcomes; its terminal contribution is fixed and it measures ordering only."
1990-2014 full post-launch history,1990-03-01,2014-12-01,1673,67,21,random permutation without replacement,False,additive net return contribution; initial capital = 1,1673,5000,20260803,1.0,0.5,Terminal contribution return,P75,2.7600293547668384,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. A permutation conditions on the exact realized set of outcomes; its terminal contribution is fixed and it measures ordering only."
1990-2014 full post-launch history,1990-03-01,2014-12-01,1673,67,21,random permutation without replacement,False,additive net return contribution; initial capital = 1,1673,5000,20260803,1.0,0.5,Terminal contribution return,P95,2.760029354766841,,,,not estimated for quantiles,False,False,supplementary retrospective risk diagnostic only,"Closed directional episodes overlap and share portfolio NAV. Resampling does not preserve simultaneous cross-market losses, sizing feedback, margin, volatility clustering, regime shifts, or unseen tail events. History is reused and results are not selection-adjusted or prospective. A permutation conditions on the exact realized set of outcomes; its terminal contribution is fixed and it measures ordering only."
